	Ler.1	Ler.2	Ler.3	Mp.1	Mp.2	Mp.3
AT1G01010	6.105733467645295	6.058626429525527	5.355946949741156	5.787395716804543	6.379098770587241	7.321444948689711
AT1G01020	8.824575933641244	10.385616050187686	8.28200018427855	10.548819310291996	10.213892437964693	11.552513386005936
AT1G01030	4.125782880714656	3.34557678695029	3.781243916155521	4.824258750600527	4.498889391668533	5.097284957153002
AT1G01040	9.167992948433177	9.186798546272911	8.56126696072819	11.634027436319148	11.181421220578676	12.061252282425578
AT1G01050	89.2154929554939	92.97102092307283	88.2180912486099	80.5903587059575	86.14747662323755	78.29954620367891
AT1G01060	1.1123362680412947	1.2633552000769717	1.4033938259756016	1.3569769755354362	1.2986906528967013	2.2071435034382243
AT1G01070	3.5057836601817294	4.423729326056756	4.648223655434703	7.69828524031999	5.151824223819978	7.217182561432113
AT1G01080	65.73195896564903	66.45068586447547	65.78309505489742	76.85853226888416	72.96161755901477	73.31386412213382
AT1G01090	193.58083114112642	186.83450878404136	206.00929440448255	185.413362424188	182.31654346458427	175.21672636446797
AT1G01100	145.17458814494867	151.7021288668268	143.2757844379562	154.57928100624707	155.29605960378285	145.48739774335806
AT1G01110	4.456559489082411	4.13856748334538	4.4526039798109	3.9041563954221017	3.917359062933678	3.690339569612018
AT1G01120	23.30654203035288	23.07762078330077	23.211395253306986	26.16666661509935	26.023434082374155	34.23623327730716
AT1G01130	9.293131326409728	10.2763670237301	7.840293507783693	8.104754701008885	8.985474128590623	9.21990724522614
AT1G01140	35.13727941435623	32.256111441355884	35.951563503965964	35.70948873880313	30.448246414358863	32.739177036477194
AT1G01150	0.16095656529560837	0.21449613903477613	0.15955734797859364	0.1570851257431431	0.2650186244118074	0.2129177705428336
AT1G01160	27.58359278422879	27.897322245809512	27.018283373534928	29.291668498996113	27.769257088589267	26.584358376262173
AT1G01170	18.71680033722265	25.182471468718738	21.26584464793271	20.233784274363373	21.761991478593796	19.854892177542354
AT1G01180	13.64799652653989	13.233645720806278	13.17597402256746	11.033503873282799	11.370027060410525	12.934169621547078
AT1G01190	10.749168332039455	10.217314163614219	10.264289577497884	14.173044199249476	15.343731548371562	16.540813073709245
AT1G01200	1.842932669747562	2.333156428655821	1.9487059257125996	2.5180472351933156	1.6992809760131395	2.255040861420309
AT1G01210	11.49927487792239	11.033511072434017	13.314394216847306	11.402249280265513	13.904994555180897	13.234054602691817
AT1G01220	11.730713416946513	11.974016469908197	10.867444635902274	13.584622970683771	11.892405402049345	12.07638500364994
AT1G01225	4.1996163316466655	3.50931218000211	4.367851536369746	4.098604231011589	4.624956406262583	4.917866722398819
AT1G01230	44.94546719545655	49.49020933945361	39.85594409457678	39.238405933822776	39.30141490877748	41.14830361192809
AT1G01240	21.419561670628237	21.059083350621414	18.739391439580782	18.24442812138041	19.503722195991664	18.893441988119324
AT1G01250	1.9972343276186821	2.2457095768640953	3.7947548543565857	2.680143750333626	3.617340631477706	3.054808439656917
AT1G01260	8.07436718412287	6.839093395765517	8.546831585520014	6.731523838047246	8.436455559127408	6.625837538686584
AT1G01270	0.0	0.0	0.0	0.0	0.0	0.0
AT1G01280	0.0	0.0	0.0	0.09034192416854919	0.0	0.1377585949860468
AT1G01290	8.695158775776314	10.267370851174787	9.20148251547474	9.094718376936173	10.656030405493581	11.320198368982059
AT1G01300	51.9966203205489	50.96301354984408	54.8597161818582	62.572648052769686	58.686176597877655	61.07662929437629
AT1G01305	0.0	0.0	0.0	0.0	0.0	0.0
AT1G01310	0.1517857203947668	0.30341214344530254	0.0	0.07406743219959867	0.149951172543344	0.30117948709334286
AT1G01320	168.03540896931483	146.9921020112799	155.31419309389298	167.60532074780957	161.46485030385975	169.1306733135187
AT1G01335	0.0	0.0	0.0	0.0	0.0	0.0
