	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT2G08580	4.14760523670028	0.0639631767887129	0.988110096908006	0.064732844031112	0.948386711899093	0.980283010441095
AT4G08790	102.665851761026	-0.0129440827157552	0.20072470838125	-0.0644867431625292	0.9485826625642	0.980432281463726
AT1G45170	194.37861261506	0.00961787280426802	0.149387579361665	0.0643820111776715	0.948666053307714	0.980465203353396
AT4G22745	247.546648790259	0.0100543538818736	0.157507842843738	0.063833988837295	0.949102414258787	0.980862903566882
AT4G14480	287.236951981914	-0.00833342879163561	0.130955028721248	-0.0636358059175734	0.94926022050936	0.980972700036399
AT1G68820	404.567300855729	0.00707539752281592	0.111705053511004	0.0633399949279726	0.949495768338434	0.981073204505786
AT3G58170	414.419553332736	-0.00709728771805657	0.112060741138907	-0.0633342921519591	0.949500309377826	0.981073204505786
AT4G37900	140.78769757963	-0.0123535342478296	0.195098799108741	-0.0633193761533316	0.949512186783039	0.981073204505786
AT1G28410	273.172116977578	0.00814763224482405	0.128848532939087	0.0632341871418579	0.949580021839869	0.981090008987219
AT1G62200	413.251413775563	-0.00709874041130058	0.112592091837603	-0.0630483037968548	0.949728039935939	0.981189650903731
AT1G16010	731.225719556932	-0.00606364618730065	0.096933636546299	-0.0625546136856677	0.950121171624325	0.981542501709538
AT3G05320	69.9190279800482	0.0170532013267314	0.273345812346538	0.062386912681552	0.950254716825277	0.981553706362351
AT3G15095	1477.81089375436	-0.00493822707981418	0.0790912364976229	-0.0624370954165396	0.950214754703051	0.981553706362351
AT5G65670	4405.38483180949	0.00352398532174324	0.0565224769235717	0.0623466187886332	0.950286804235796	0.981553706362351
AT3G12680	565.856015701388	0.00598332624269892	0.0964978108656175	0.0620047873524434	0.950559019583459	0.981673504965231
AT3G20395	80.0939444443609	0.0225921275907679	0.364621281134407	0.061960529348368	0.950594264593512	0.981673504965231
AT4G08960	640.419217883773	0.00573518095729062	0.0925135419592511	0.0619928805646287	0.950568501584381	0.981673504965231
AT4G09820	36.6400596068379	-0.0210343311577299	0.339582273241665	-0.061941782051623	0.950609194095327	0.981673504965231
AT1G48040	133.442114642729	0.0109181545446346	0.177289422948813	0.0615837897322669	0.950894286356995	0.981914612367989
AT1G79420	124.116005801826	0.0114068213662555	0.186168212921003	0.0612715843767366	0.951142920652727	0.982118048333558
AT2G42120	164.533956584923	0.010455598303239	0.171588870640537	0.0609340120032755	0.951411762100907	0.982342326307064
AT4G10400	107.709452122486	0.0117215051588631	0.192959034655612	0.0607460810517801	0.951561432046398	0.9824435408255
AT5G51540	208.724658462842	-0.00911604972031055	0.150352906357275	-0.0606310176582061	0.951653070439427	0.982484832693312
AT2G13560	2450.24866422627	0.00403233595640059	0.0669281170016747	0.0602487584747034	0.951957512569673	0.982736660317922
AT5G43710	347.615942681717	-0.00692481643810114	0.115039687153146	-0.0601950214701339	0.95200031081786	0.982736660317922
AT1G27170	117.130289387366	-0.0117713487295111	0.196082128487581	-0.0600327465858605	0.952129553710225	0.98276342194039
AT1G54220	805.400674648903	-0.00542232712275257	0.0903078052907937	-0.0600427294771756	0.952121602857836	0.98276342194039
AT3G63430	118.78347778761	0.0113531345683801	0.189378020111356	0.059949589512576	0.952195784168077	0.982778461263753
AT1G35250	76.5196106318109	-0.0143751555499216	0.2404645711552	-0.059780763049055	0.952330247033955	0.982783373719655
AT5G06810	88.4861441713619	-0.0132548026180798	0.22216477469162	-0.0596620352460392	0.952424809329315	0.982783373719655
AT5G07730	103.066755334602	0.0127050398535459	0.212691009247423	0.0597347292605406	0.952366911161022	0.982783373719655
AT5G62700	4604.99095212273	0.00352560227099911	0.0590291595546001	0.0597264521060653	0.952373503604217	0.982783373719655
AT5G65290	393.772989349769	0.0067858665745735	0.113819959481687	0.0596193023216225	0.952458844684045	0.982783373719655
AT3G24050	838.536016371687	0.00544840637169601	0.0915752139007421	0.0594965181037034	0.952556638717081	0.982830973801591
AT1G48870	55.0678078239188	0.016126326453883	0.272511018928584	0.0591767867489762	0.952811298724346	0.982859545486422
AT2G29050	250.000604934984	-0.00777729421275182	0.131602554691638	-0.0590968331198055	0.952874981039517	0.982859545486422
AT3G28910	418.136851041803	0.00642385666866253	0.108431575674627	0.0592434134494062	0.952758231412968	0.982859545486422
AT4G03410	426.790577045344	0.00687287878044469	0.116346387068558	0.0590725587069136	0.952894315441104	0.982859545486422
AT4G32175	111.529388355225	0.012326168379996	0.208494455521138	0.0591198857024104	0.95285661984296	0.982859545486422
AT5G16800	360.867393845112	-0.00687877506880884	0.115907473015422	-0.0593471230961406	0.952675628427892	0.982859545486422
AT2G30640	48.9145104163697	0.0181255673324551	0.307764265129858	0.0588943207061652	0.953036281621499	0.98289939399151
AT5G64730	111.670418501442	0.0115734068230632	0.196309468630543	0.0589549088171825	0.95298802315528	0.98289939399151
AT1G24600	21.1143472506867	0.030655158808668	0.525349608928017	0.0583519208688863	0.9534683110626	0.982930831425568
AT1G55840	1293.03453316136	-0.00431529923101003	0.0740521552992629	-0.0582737830326591	0.953530550127211	0.982930831425568
AT1G74390	126.882664039674	0.0117209227782598	0.200901219143082	0.058341720514459	0.953476435926189	0.982930831425568
AT1G75310	1020.90083893893	-0.00481154896792211	0.0825701666373534	-0.0582722448539354	0.953531775334255	0.982930831425568
AT2G03690	121.728602064825	0.0108836868784341	0.18538955833045	0.0587071190872269	0.953185388908788	0.982930831425568
AT3G54660	5488.90939601767	-0.0040839398347149	0.0697509068316589	-0.0585503475183675	0.953310259727494	0.982930831425568
AT5G08535	62.966365180766	0.0149367477255952	0.254690468134181	0.0586466695633301	0.953233537691621	0.982930831425568
AT5G53150	891.445953277681	-0.00506201938407849	0.0865801652250966	-0.0584662707782773	0.953377228537603	0.982930831425568
AT5G65530	133.914603441481	-0.0105178750851054	0.180379857612898	-0.0583095874688915	0.953502030814697	0.982930831425568
AT2G45060	414.531034210457	0.00632527670239089	0.108769573313604	0.0581529972923022	0.953626760048329	0.982936589778282
AT5G08570	2107.52245695489	0.0041335290856616	0.0711016357211344	0.0581354991870171	0.953640697936173	0.982936589778282
AT1G16860	994.302831254287	-0.00481485294516476	0.0830065429911233	-0.0580057037874672	0.953744085213404	0.982950732368471
AT2G38770	1584.35436797331	0.00400602060208789	0.0691440848071492	0.05793728578896	0.953798583225524	0.982950732368471
AT3G18870	37.8345213922236	0.0192153881770345	0.332481011126638	0.0577939417109015	0.953912763929074	0.982950732368471
AT5G22220	182.717461912706	-0.00890134615495094	0.153751694440618	-0.0578942963024633	0.953832826395004	0.982950732368471
AT5G23530	371.631756841056	0.00732632778474952	0.126644149416213	0.0578497136940113	0.953868338651871	0.982950732368471
AT1G79985	308.613389489463	0.00708201742607989	0.123338753387293	0.0574192395462423	0.954211237343424	0.982992071220085
AT2G16980	77.0103146046373	0.01385764798153	0.241221127999966	0.0574479030772628	0.954188404843452	0.982992071220085
AT5G02470	237.298915443529	0.00781767193619286	0.135924289268988	0.0575149002303927	0.954135037088737	0.982992071220085
AT5G17430	36.2336650541971	-0.0200800814041386	0.349198844715456	-0.057503287046957	0.954144287758496	0.982992071220085
AT5G65609	21.159675440101	-0.0261653487024391	0.454923015012459	-0.0575159924624225	0.954134167053904	0.982992071220085
AT2G23540	999.410845945779	0.00726397896250209	0.12771279689543	0.0568774558155653	0.954642812887882	0.983276928661563
AT2G35190	501.545775958048	-0.00630846771182015	0.110816940959337	-0.0569269252264863	0.954603405857559	0.983276928661563
AT4G19191	33.3105182535095	-0.0196963621644072	0.345670284528839	-0.0569802006303609	0.95456096712063	0.983276928661563
AT5G03540	1368.17660712131	-0.00405099981149115	0.0715124273328031	-0.0566474941850132	0.954826000371161	0.983386973862563
AT5G17440	504.855911990167	0.00582424901273698	0.102877289877395	0.0566135540669672	0.954853037278662	0.983386973862563
AT5G53000	625.793081832908	-0.00526155789975798	0.093122890747765	-0.0565012303366909	0.95494251542571	0.983425887157403
AT2G40010	91.082526232299	0.0120794851676839	0.214113943248744	0.0564161538683668	0.95501028852391	0.983442444997232
AT4G32640	2246.26155358493	0.00392783830208523	0.0697499588397972	0.0563131271676698	0.955092361462367	0.983473725816512
AT5G25790	64.4972604160069	0.0145179394177912	0.258726725787767	0.0561130257169496	0.955251767267166	0.983584629816549
AT5G52880	266.243991506729	-0.00742233850013045	0.132750721640157	-0.0559118504850763	0.955412030277092	0.983696404394187
AT2G40920	28.6404019500051	0.0204547977497981	0.367638582401406	0.0556383326695144	0.955629926732058	0.983776666684671
AT3G23540	732.178921607465	-0.0049255113449604	0.0884340096143567	-0.05569702613779	0.955583168625192	0.983776666684671
AT4G11845	47.6064923756559	0.0160183589812395	0.288000223917319	0.0556192587747369	0.955645121968709	0.983776666684671
AT3G20280	261.367837692936	-0.00760883082903315	0.137380718960932	-0.0553849978845791	0.955831747445648	0.983915543715492
AT2G22390	47.3187163876543	0.0166122071444083	0.302280076370556	0.0549563416281655	0.956173245529822	0.984071934380455
AT2G42320	855.72131751312	-0.0046553301033972	0.084672696777364	-0.0549802980249677	0.956154159946172	0.984071934380455
AT4G35910	192.785660284821	0.00819262826040199	0.148916319098748	0.0550149796206645	0.956126529854963	0.984071934380455
AT5G08305	37.7876636586226	0.0177510191814864	0.323130176576118	0.0549345758095884	0.956190585945264	0.984071934380455
AT1G61730	724.914564563829	0.00490091268707849	0.0893360144589486	0.0548593164443276	0.956250543815986	0.984080403849146
AT1G05210	109.130841913191	-0.0105173060041805	0.192341908874965	-0.0546802621732191	0.956393194337214	0.984084742234955
AT1G10095	119.766276104223	0.0102876102887426	0.189023335015867	0.054425080839247	0.956596496844546	0.984084742234955
AT1G14400	2362.16281982722	-0.00342576396966636	0.0630219245196772	-0.0543582887348473	0.956649710460119	0.984084742234955
AT1G16040	120.73426988089	0.0103271461460585	0.189506196327977	0.0544950315407386	0.956540766965689	0.984084742234955
AT2G09990	520.004969066767	-0.00573170777585771	0.10548910661599	-0.0543345939663964	0.956668588251328	0.984084742234955
AT2G20142	52.6270322459071	-0.0166856194482755	0.305450339074418	-0.0546262921129392	0.956436191950554	0.984084742234955
AT4G14760	1166.53120275923	-0.00438370160554626	0.080597346268819	-0.0543901481684664	0.956624327860202	0.984084742234955
AT5G63630	243.24011546984	0.00890938675993723	0.163471732673465	0.0545010847700119	0.956535944354499	0.984084742234955
AT1G16640	19.1929907253514	-0.0267230421606384	0.499295715341939	-0.0535214730259348	0.957316422166807	0.984185348472773
AT1G54270	2577.16308703151	-0.00358553252643721	0.067192004344653	-0.0533624880133902	0.957443092835781	0.984185348472773
AT1G77405	20.4606314150091	-0.0240638577837254	0.452939124224438	-0.0531282384248207	0.957629732210118	0.984185348472773
AT2G24590	545.773812436831	-0.00551792409716313	0.102761621062261	-0.0536963512264947	0.95717708990922	0.984185348472773
AT2G25720	194.869585227604	-0.00812919083748452	0.152266908553806	-0.053387770952294	0.957422948684006	0.984185348472773
AT2G33310	566.046462894395	0.00533184689420127	0.100248091471963	0.0531865177272973	0.95758329770598	0.984185348472773
AT2G47250	1439.86309036844	0.00375751986811342	0.0702447482542102	0.0534918262432268	0.957340043039967	0.984185348472773
AT3G61360	55.9430677668629	-0.0147379172420478	0.277178286883629	-0.0531712545298881	0.957595458767673	0.984185348472773
AT4G16900	128.556857425515	0.00996508275840838	0.184662234358334	0.0539638372352374	0.956963975944967	0.984185348472773
AT4G18300	138.001287113831	-0.00981961405893469	0.183643533796318	-0.0534710580652723	0.957356589967288	0.984185348472773
AT4G37100	394.363794187459	-0.00600911249234972	0.112667525163085	-0.0533349115785726	0.957465064358708	0.984185348472773
AT5G09020	5.49317606953108	0.0447051764452516	0.82584067185512	0.0541329314101575	0.956829255232362	0.984185348472773
AT5G38300	95.019945304977	-0.0115494225239917	0.214533836566269	-0.0538349693868643	0.95706664836396	0.984185348472773
AT5G46920	400.033472962623	-0.00604228351071983	0.11187200201288	-0.054010685444104	0.956926650916288	0.984185348472773
AT5G48530	25.4434345345478	-0.0216411026819546	0.406627739874898	-0.0532209206597972	0.957555886959679	0.984185348472773
AT5G58160	358.746741901717	-0.00653385733396999	0.123029654971229	-0.053107987139344	0.957645867618771	0.984185348472773
AT5G62030	460.584190048456	0.00591636614631447	0.110620816589522	0.0534832984307842	0.957346837523663	0.984185348472773
AT5G65230	48.7904084288599	-0.0158546543185138	0.299875624888566	-0.0528707670868726	0.95783487629307	0.984326419976197
AT1G77720	317.746938061492	0.00636779920620209	0.121636543526382	0.0523510371274317	0.958248987291708	0.984680069037793
AT2G33500	260.279204698973	0.00694527574337316	0.132774154593394	0.0523089434434154	0.958282527237474	0.984680069037793
AT1G12340	156.552966333762	0.00884816176836782	0.171619126288051	0.0515569678027423	0.958881708426735	0.984682183232666
AT1G16870	693.481889071586	-0.00455421211682835	0.0884408229980831	-0.0514944565466906	0.958931519027843	0.984682183232666
AT1G52510	1434.71462148704	-0.00496989980928047	0.0968292659868072	-0.0513264224264347	0.959065413796792	0.984682183232666
AT2G08220	85.1612326677085	0.0129062685705193	0.253351010571787	0.050942242311926	0.959371544691835	0.984682183232666
AT2G17580	170.157073193477	-0.00811079521945514	0.158325156396725	-0.0512287207165702	0.959143266063355	0.984682183232666
AT2G20130	297.775878089251	0.00677609716557146	0.131883052985442	0.0513795898121909	0.95902304825915	0.984682183232666
AT2G27610	45.8853996511924	0.0160833638509638	0.310575054067948	0.0517857556178515	0.958699405692008	0.984682183232666
AT2G41000	97.6755526829033	0.0115160706717902	0.221982097428421	0.051878375802371	0.958625604678938	0.984682183232666
AT3G18295	217.375291530455	0.00732393349924155	0.14178204599731	0.0516562830485639	0.958802571775765	0.984682183232666
AT3G27610	36.5488104185634	-0.0171178866197887	0.335145650134586	-0.0510759623850543	0.959264990223861	0.984682183232666
AT3G49100	250.241097451365	-0.00677459289366938	0.132076157177341	-0.051293079980916	0.959091982223038	0.984682183232666
AT3G57390	248.946500908321	0.00715685648826941	0.139912159267755	0.0511524982941122	0.959204003125167	0.984682183232666
AT3G60260	233.025203230709	0.00726463524927433	0.14194559318211	0.0511790122286791	0.959182875739295	0.984682183232666
AT4G30825	899.313196983195	-0.00473695807925987	0.0928110491957879	-0.0510387299821071	0.959294658687464	0.984682183232666
AT5G05230	517.388142635859	0.0052786599729456	0.103395226121907	0.0510532272227137	0.959283106623378	0.984682183232666
AT5G05820	585.295581175366	0.00494462324807775	0.0969799754086406	0.050986022910841	0.959336658163469	0.984682183232666
AT5G17640	547.993828321159	0.00567774621712503	0.109382743731001	0.0519071475395425	0.958602679042602	0.984682183232666
AT5G22090	2856.37205108281	-0.00335552770002408	0.0645360089551445	-0.0519946577786725	0.958532950132975	0.984682183232666
AT5G50530	86.3091083248964	-0.0150788917736466	0.294467217370594	-0.0512073700709082	0.959160279084223	0.984682183232666
AT5G53815	20.1200656451255	-0.0227036496060356	0.44204144739463	-0.0513609068557933	0.959037935445728	0.984682183232666
AT5G61980	95.7072737186791	0.010659545128116	0.207130781987381	0.0514628730014904	0.958956685682347	0.984682183232666
AT1G49410	360.879179753931	0.00592580146431109	0.116492398408289	0.0508685677802083	0.95943025234756	0.984689313803409
AT1G31650	797.714882332314	0.00484485123353893	0.0953813608406981	0.0507945283107314	0.959489251026117	0.984696742273337
AT2G22120	191.793653845124	0.00774788178253837	0.152914172306602	0.0506681733005323	0.959589938086835	0.984746951244144
AT1G11780	225.20696219334	-0.00739966250347793	0.148050274462254	-0.049980741544417	0.960137735159487	0.98509655235002
AT1G13260	1736.75141735349	-0.00510581847110537	0.102116055191609	-0.0500001538594971	0.960122265714495	0.98509655235002
AT1G69290	56.2716638977716	-0.0131980397106238	0.263675250609472	-0.0500541468344761	0.960079239428357	0.98509655235002
AT2G17840	1575.1758421684	-0.0042517469269681	0.0850291658108039	-0.0500033945579162	0.960119683241599	0.98509655235002
AT4G29930	210.834864858693	0.00781532405061531	0.156665339068199	0.0498854698626936	0.960213656256759	0.985121317835765
AT5G20120	213.277875649858	-0.00711687504514429	0.143416510693233	-0.0496238195361427	0.960422164768278	0.985282100008181
AT1G29990	492.914112101708	-0.00550511965542029	0.111312276575496	-0.0494565363748223	0.960555473734032	0.985365722961241
AT2G22480	736.044052872094	-0.00463219949456938	0.094379803351465	-0.0490804105335898	0.960855214720042	0.985566916743089
AT3G05380	646.103393717133	0.00446068079694481	0.0908215101266241	0.0491148054103669	0.960827804635843	0.985566916743089
AT2G12400	829.993186083735	0.00465494740617379	0.0952558021595876	0.048867862121145	0.961024600561492	0.985675964007841
AT5G04220	167.285201443142	-0.00774374734728144	0.158628160739751	-0.0488169774595447	0.961065152248814	0.985675964007841
AT2G01970	1548.440659642	-0.00337077127196695	0.0693022131107949	-0.0486387248063497	0.961207208538908	0.985744124985116
AT5G53440	1203.26994301134	-0.00371280677118471	0.076389625428253	-0.048603547279753	0.961235242987747	0.985744124985116
AT1G04810	1562.51610665136	-0.00344537846877271	0.0710619372420986	-0.0484841618802871	0.96133038658542	0.985788555110017
AT1G06090	316.019924957772	-0.00711492033140443	0.147354308343817	-0.0482844404847902	0.961489554784394	0.985792362717236
AT2G42030	577.831853204907	-0.00475989970877663	0.0984434838349043	-0.0483515975192352	0.961436033735899	0.985792362717236
AT3G62420	865.578278008325	0.00634925903482678	0.131439779387924	0.0483054602221138	0.961472803007848	0.985792362717236
AT1G14380	835.256668732646	0.00433849627387361	0.0900368694272861	0.04818577435522	0.961568187438221	0.985812537788191
AT1G45150	241.430792788922	-0.00647712742665408	0.13457649971125	-0.0481297064535899	0.961612871306531	0.985812537788191
AT4G22920	218.07742787461	-0.00675198952145948	0.140550610991973	-0.0480395600830587	0.961684714600151	0.985833064476413
AT1G07650	842.758842686744	-0.004002005158853	0.0838899382371127	-0.0477054250241719	0.961951010483528	0.986035060704759
AT4G25710	94.6863482097345	0.010011260788585	0.210045940334314	0.0476622436627474	0.961985425077814	0.986035060704759
AT1G54540	61.0348647432526	0.0129611975313869	0.27283725227655	0.0475052340662386	0.962110558865693	0.986057066687907
AT4G16440	224.789001866129	-0.00717697402317152	0.150967603554796	-0.0475398287723799	0.962082987434899	0.986057066687907
AT1G21150	69.0645682078375	-0.0118528393116946	0.250717024706065	-0.0472757656788191	0.962293442667797	0.986169501216187
AT2G20270	573.919671499417	-0.00472910886381765	0.100389898627914	-0.0471074174638393	0.962427615621306	0.986169501216187
AT2G21210	561.483884473195	0.0172351397276899	0.365395583271708	0.0471684402240676	0.962378980566261	0.986169501216187
AT3G55350	173.3857924566	-0.00748700021574076	0.158695163971988	-0.0471785026610031	0.962370960831456	0.986169501216187
AT2G37925	14.3023454275687	0.0241643430191243	0.514061868293153	0.0470066824823197	0.962507901567299	0.986198649184914
AT1G13170	594.479602780125	-0.00439751676707473	0.0946527944525524	-0.0464594499561143	0.962944053412214	0.986292544150702
AT1G14980	1239.08423325567	0.00332993674565787	0.0735960167476312	0.0452461545177994	0.963911105912335	0.986292544150702
AT1G15910	952.963359776271	0.00387667727765593	0.0833958182825953	0.0464852717736927	0.962923472818392	0.986292544150702
AT1G30910	303.961260132459	-0.00562420448829504	0.122722680873684	-0.045828566066642	0.963446890296269	0.986292544150702
AT1G31150	287.099641686019	-0.00623284128072074	0.133491390130936	-0.0466909609271969	0.962759534625384	0.986292544150702
AT1G36060	351.339045517267	-0.00883680664756006	0.194787092189111	-0.0453664898851756	0.963815190672003	0.986292544150702
AT1G45240	2.33636876780267	-0.0578846713558269	1.28959502588125	-0.0448859294539162	0.96419823221027	0.986292544150702
AT1G64440	311.066430529156	-0.00549462273553345	0.12256017221979	-0.0448320415679557	0.964241185282889	0.986292544150702
AT1G78280	581.340460313561	0.00459714082646864	0.100620824100741	0.0456877675923823	0.963559113676244	0.986292544150702
AT2G18360	175.187830873255	-0.00732210568554717	0.159820773617399	-0.045814480307021	0.963458117314018	0.986292544150702
AT2G21860	198.790334726214	0.00734675779714722	0.163366922671332	0.0449709015571513	0.96413050267368	0.986292544150702
AT2G29320	782.351668118665	-0.00442402827680022	0.0960240099390595	-0.0460721050871326	0.963252779306763	0.986292544150702
AT2G36330	137.55548691059	-0.00852149010300819	0.187397687797309	-0.045472760113375	0.963730486712456	0.986292544150702
AT2G42760	121.637377200026	-0.00918725052740231	0.197911096689137	-0.0464210985694901	0.962974620411797	0.986292544150702
AT2G43880	77.7510177229517	0.011560766430899	0.254602388008625	0.0454071406058742	0.963782789479396	0.986292544150702
AT3G08850	2345.70133743068	0.00300841367957081	0.0654567143036338	0.0459603527548862	0.963341850413573	0.986292544150702
AT3G11850	261.987785952584	0.00583443950972	0.129649268905298	0.0450017154665312	0.964105941596667	0.986292544150702
AT3G12720	47.1346069129366	-0.0134580567251792	0.295586298145402	-0.045530042527746	0.963684829246998	0.986292544150702
AT3G13620	152.657383572986	0.00758262759214988	0.163500968983334	0.0463766523177168	0.963010045237071	0.986292544150702
AT3G15820	486.186090264167	-0.00469615972389468	0.104801058906968	-0.0448102316224064	0.964258569630935	0.986292544150702
AT3G27120	61.5413366755937	-0.0117377738310546	0.26145518466097	-0.0448940182474293	0.964191784786217	0.986292544150702
AT3G27650	32.6512816252301	-0.0166433906365062	0.364669000583935	-0.0456397187856812	0.963597411127959	0.986292544150702
AT3G54470	1694.27717515963	-0.00378843096658228	0.0819599702973478	-0.0462229421611305	0.96313255681506	0.986292544150702
AT3G55740	484.198502034055	0.00480514737466568	0.10702054644903	0.0448992976965801	0.964187576638591	0.986292544150702
AT3G58570	1089.29527084658	0.00353476002743389	0.0767198467772407	0.046073606451499	0.963251582662053	0.986292544150702
AT4G09560	232.9997917184	-0.00659975696193432	0.142943209471395	-0.0461704825737458	0.963174368869772	0.986292544150702
AT4G25890	424.775327595875	0.0048403694345425	0.107861357189738	0.0448758439598329	0.964206271169794	0.986292544150702
AT5G02520	47.6921832784117	-0.0137444735144508	0.294684679658569	-0.0466412897011667	0.962799123399492	0.986292544150702
AT5G08340	117.210120988407	0.00874960398585842	0.194122877019642	0.0450725031495031	0.964049518449065	0.986292544150702
AT5G20990	1463.64392727715	0.0043068016806363	0.0933324367876562	0.0461447469804614	0.963194881039824	0.986292544150702
AT5G50820	42.499612854679	-0.014355454983721	0.319686113109871	-0.044904843829695	0.964183155923367	0.986292544150702
AT5G66800	125.371026969316	0.00901917991895894	0.192943509712768	0.0467451842893582	0.96271631782965	0.986292544150702
AT4G00820	442.092829561901	0.00573324365551518	0.128566243735566	0.0445936934060799	0.964431169593779	0.986416052169465
AT5G45190	935.731108970758	-0.00364895272470752	0.0821573511394364	-0.0444141963451884	0.964574245768586	0.986509351728487
AT2G19760	996.053892802112	-0.0040042490967974	0.0905405563101397	-0.0442260270975269	0.964724235722972	0.986609711880111
AT1G33120	1546.35256215787	0.00336003687896131	0.0762021373330397	0.0440937353801029	0.964829686372209	0.9866114789048
AT2G28430	273.190099887116	-0.00584767550402055	0.132583300804455	-0.0441056714423272	0.964820172028614	0.9866114789048
AT1G31760	43.129923811527	-0.013070081760052	0.296968796880504	-0.0440116331996699	0.964895130901445	0.986625367926315
AT2G19110	1446.48675184546	-0.00326737372098009	0.0743938572775606	-0.0439199396368123	0.964968221104071	0.986647072894972
AT1G10030	204.429933962386	0.00647307549509809	0.148108280329273	0.0437050209529624	0.965139536901285	0.986659466529337
AT1G19130	188.375733480601	0.00660036911839721	0.151580366992214	0.0435436940110869	0.96526813475278	0.986659466529337
AT2G17930	3277.702224992	-0.00299719739419013	0.0684656660285848	-0.0437766484728094	0.965082441054834	0.986659466529337
AT2G18280	1092.49503762298	-0.00361586832445349	0.0830849551651858	-0.0435201333052968	0.965286915672558	0.986659466529337
AT2G41630	855.28703978263	-0.00363241360609479	0.0834762242390034	-0.0435143496152235	0.965291526022079	0.986659466529337
AT4G30700	91.4212666617344	-0.00967507334983943	0.222013144509292	-0.0435788312048997	0.965240125915494	0.986659466529337
AT4G01450	552.205085785393	0.00422771496247452	0.0974028874135179	0.0434044110471389	0.965379161509706	0.986696027967585
AT1G23550	31.9397381547508	-0.0148990362320949	0.34481497145985	-0.0432087857699929	0.965535101599398	0.98678413909788
AT5G22770	1131.04379513159	0.00351583932556418	0.081449041555804	0.0431661227487292	0.965569110035063	0.98678413909788
AT1G27440	243.916780604499	0.00613607032425281	0.142653962437341	0.0430136690170664	0.965690637638761	0.986809851978089
AT4G27620	411.585653213242	-0.00488119591491503	0.113504527858879	-0.0430044158325018	0.96569801378659	0.986809851978089
AT1G28950	2.98974364430238	-0.0507690026225912	1.18757941927767	-0.0427499852207532	0.96590083351983	0.98684646277686
AT3G13882	376.529622738689	-0.0051221376941237	0.11959858326485	-0.0428277455660221	0.965838846512498	0.98684646277686
AT4G12120	175.965981445146	0.00689730042055898	0.160956317633487	0.0428520018472638	0.965819510551544	0.98684646277686
AT4G19180	406.138139473695	-0.00474531601260184	0.111133666989906	-0.0426991760564586	0.965941336383932	0.98684646277686
AT3G10220	206.212822942667	-0.00605982581941387	0.14338514940967	-0.0422625763153488	0.966289378389502	0.987149024513043
AT2G02470	554.734852301913	0.00412110897393221	0.0985180785239494	0.0418309921963245	0.966633428429084	0.987394455671976
AT4G16860	552.003911426611	-0.00425914871283286	0.101744738300127	-0.0418611201325143	0.966609410851657	0.987394455671976
AT5G45275	110.54605224023	-0.00871578489679911	0.208795138988541	-0.0417432366434423	0.966703386124393	0.987412897590896
AT2G42660	17.8287715345932	-0.019550948233531	0.473310383350689	-0.0413068230093004	0.967051293739659	0.987420330463898
AT3G05410	532.786272719061	0.00436216124104638	0.104874264405621	0.0415942010727711	0.966822196116514	0.987420330463898
AT3G09920	442.366542947358	0.0048160917660084	0.116673546307255	0.0412783524495383	0.967073990601522	0.987420330463898
AT4G03875	17.8361007880086	-0.0195322730800974	0.4705720855561	-0.0415075047577782	0.966891310080236	0.987420330463898
AT4G30890	1143.56651173206	-0.00309587007157397	0.0748691581139553	-0.0413504058221393	0.96701654937149	0.987420330463898
AT4G34350	5309.09206432816	-0.00337499184149486	0.0811334701148037	-0.0415980215898475	0.966819150420951	0.987420330463898
AT5G02610	968.830727806787	-0.00339587330226875	0.0821234441630781	-0.0413508388119394	0.967016204190848	0.987420330463898
AT1G23040	167.387044659316	0.00645787092402723	0.157069656899557	0.0411146942796018	0.967204460167987	0.987500544745118
AT5G49645	16.5650706585675	-0.0218100591916543	0.532573491523534	-0.0409522057308226	0.967333998171885	0.987579799357194
AT1G53460	216.432737412188	-0.00570048764067632	0.139892704137225	-0.0407489988547548	0.967495998573419	0.987615063991523
AT1G63230	31.3125893976481	0.0144413612173062	0.35732822332907	0.0404148350856878	0.967762403224112	0.987615063991523
AT3G06360	21.1535030640428	0.017876094815814	0.441840764301834	0.0404582289822456	0.967727808198973	0.987615063991523
AT3G08030	2478.0668839042	-0.00317959654846922	0.078726406128907	-0.0403879296009388	0.967783853181769	0.987615063991523
AT4G12065	3.99801835126002	-0.0396880587525008	0.974868245844876	-0.0407112026898618	0.96752613054589	0.987615063991523
AT4G14340	575.937988237717	-0.00415853069765109	0.102341359498617	-0.0406339208119204	0.967587741581781	0.987615063991523
AT5G05450	646.886838796124	-0.00386182196530934	0.0952262578391025	-0.0405541712227566	0.967651320141292	0.987615063991523
AT5G58860	661.802278141693	-0.00535498559164287	0.131769032063071	-0.0406391813600005	0.967583547735826	0.987615063991523
AT1G67800	576.190194762218	-0.00431431253844522	0.108080787530703	-0.0399174787398698	0.968158916189353	0.987944816906413
AT3G10040	115.940213230193	0.00760267600207516	0.190829388779279	0.0398401737316715	0.968220547635478	0.987954714557892
AT4G08175	2.66700580988202	-0.0459407802171931	1.15679558131934	-0.03971382754142	0.96832127759044	0.988004504418371
AT5G67210	105.913778795416	-0.00833868746547402	0.210911051427184	-0.0395365127102071	0.968462643329906	0.9880957485095
AT3G51642	51.5739858324078	0.0111878472402631	0.28464156083699	0.0393050375615041	0.968647190328344	0.988231037100145
